CITY,ZIP,ListPrice,BEDS,BATHS,SQFT,LotSize,Age,HasGarage,LATITUDE,LONGITUDE
St. Paul,55119,129000,4,2.25,1790,7405,47,Garage,44.937168,-93.005188
St. Paul,55107,78980,2,1,1415,7405,75,Garage,44.922497,-93.085938
Minneapolis,55405,769000,5,3.25,3715,7405,102,Garage,44.959976,-93.298607
St. Paul,55104,206000,2,1,1358,11761,76,Garage,44.955853,-93.195251
Minneapolis,55411,125000,3,1.5,1468,5227,105,Garage,45.002533,-93.299576
Minneapolis,55406,234900,3,2,1277,7405,18,Garage,44.937901,-93.238503
Minneapolis,55418,229900,4,2,1288,5227,88,Garage,45.009861,-93.227776
Minneapolis,55411,83900,3,1,1761,6534,107,Garage,45.002991,-93.298637
St. Paul,55114,150000,4,2,1686,6969,114,Garage,44.967377,-93.195786
Minneapolis,55406,119900,2,1,732,4791,100,Garage,44.939301,-93.238045
Minneapolis,55411,69900,4,1.5,3000,3484,122,Garage,45.003086,-93.304558
St. Paul,55105,279900,3,1.75,1355,5227,99,Garage,44.934448,-93.175499
Minneapolis,55405,2895000,6,5.75,7436,14374,85,Garage,44.95879,-93.307182
Minneapolis,55405,549900,4,1.75,1945,5227,106,Garage,44.959061,-93.312729
Minneapolis,55418,385000,5,3.25,2568,20908,113,Garage,45.012432,-93.265694
Minneapolis,55405,485000,5,1.75,3422,5662,119,Garage,44.958714,-93.290199
St. Paul,55107,79000,2,1.25,1164,4791,128,Garage,44.925117,-93.075577
Minneapolis,55411,105000,4,2,1064,7840,108,Garage,45.004261,-93.289085
Minneapolis,55411,40000,3,1,1086,4356,103,Garage,45.003975,-93.311378
Minneapolis,55404,149900,4,2,1624,4356,114,Garage,44.958511,-93.255249
Minneapolis,55406,250000,3,1,1560,6534,106,Garage,44.95837,-93.223541
Minneapolis,55405,3750000,5,5,6500,39639,56,Garage,44.958099,-93.302704
Minneapolis,55405,995000,4,2.75,3119,7840,87,Garage,44.957294,-93.313454
Minneapolis,55404,160000,3,1.5,1878,6098,20,Garage,44.956982,-93.257103
Minneapolis,55411,119900,2,1,1369,6534,109,Garage,45.005322,-93.31369
Minneapolis,55404,239900,3,2.5,1694,4791,107,Garage,44.956963,-93.283363
Minneapolis,55405,1935000,5,3,5008,6534,85,Garage,44.957829,-93.312782
Minneapolis,55418,158000,2,1,1498,5227,102,Garage,45.01437,-93.237511
Minneapolis,55418,144900,3,1.25,1200,,114,Garage,45.014442,-93.252785
Minneapolis,55418,119900,2,1.5,671,5662,68,Garage,45.014572,-93.253975
Minneapolis,55405,1995000,3,2.75,5084,9147,98,Garage,44.956615,-93.312813
St. Paul,55116,299000,3,1.75,1899,8712,62,Garage,44.908173,-93.174927
St. Paul,55107,159990,3,1.5,1075,4356,103,Garage,44.924614,-93.074959
Minneapolis,55418,217500,3,1.75,1675,5227,92,Garage,45.015247,-93.23497
Minneapolis,55406,164900,2,1,1021,5227,106,Garage,44.954918,-93.220749
Minneapolis,55407,139900,3,1,1345,5662,106,Garage,44.954685,-93.254601
Minneapolis,55408,1995000,4,5,5866,7840,106,Garage,44.956608,-93.3032
Minneapolis,55418,214900,3,1.5,1344,6969,89,Garage,45.016132,-93.242653
St. Paul,55107,189900,3,1.75,1747,6969,108,Garage,44.928936,-93.073929
Minneapolis,55418,159900,2,1,1082,5227,68,Garage,45.016472,-93.229813
Minneapolis,55411,77000,5,1,1536,,100,Garage,45.007488,-93.293411
Minneapolis,55410,935000,4,3,2630,4356,1,Garage,44.924568,-93.31279
St. Paul,55107,159500,3,1.75,1248,4791,88,Garage,44.921539,-93.074249
Minneapolis,55418,169900,3,1,1580,4791,59,Garage,45.017147,-93.270401
Minneapolis,55416,848900,5,3.5,3602,6534,1,Garage,44.953175,-93.32639
Minneapolis,55410,229900,3,1.5,1410,5749,68,Garage,44.894096,-93.314636
Minneapolis,55411,135000,4,2,2992,4356,10,Garage,45.00806,-93.298276
Minneapolis,55407,139900,4,2.75,1721,4791,111,Garage,44.952663,-93.249527
Minneapolis,55406,475000,4,1.75,1925,5227,90,Garage,44.952461,-93.213135
Minneapolis,55406,159900,3,1,1086,5662,114,Garage,44.951519,-93.226059
Minneapolis,55412,63000,2,1,1374,5052,89,Garage,45.015198,-93.316231
Minneapolis,55418,239900,4,1.75,2216,5227,91,Garage,45.018993,-93.2342
Minneapolis,55410,794000,4,3,3091,5227,114,Garage,44.930225,-93.315216
Minneapolis,55407,134900,2,1,1082,4791,111,Garage,44.951515,-93.255913
Minneapolis,55411,19900,2,1,900,5227,103,Garage,45.009125,-93.306595
Minneapolis,55407,130000,2,1.5,2728,3484,114,Garage,44.951389,-93.254654
Minneapolis,55406,205000,3,0.75,1421,5227,108,Garage,44.951328,-93.218201
Minneapolis,55410,759900,5,3.5,3564,5227,1,Garage,44.90456,-93.315552
Minneapolis,55411,100000,3,1,1444,5227,56,Garage,45.009163,-93.298996
St. Paul,55103,69900,2,1,1337,4791,124,No Garage,44.956448,-93.111977
Minneapolis,55406,168700,2,1,984,4791,89,Garage,44.951237,-93.222023
Minneapolis,55406,875000,5,3,4500,17859,96,Garage,44.951519,-93.210213
Minneapolis,55406,199900,3,1.5,1549,,103,Garage,44.951008,-93.220016
Minneapolis,55411,145000,3,1,1575,5227,66,Garage,44.997311,-93.317169
Minneapolis,55406,174900,2,1,814,5227,89,Garage,44.950649,-93.214378
St. Paul,55105,379900,3,2.75,2246,4791,11,Garage,44.932919,-93.166077
St. Paul,55105,439900,3,1.5,2118,13068,57,Garage,44.932194,-93.142609
St. Paul,55102,51500,3,1,1419,6098,145,Garage,44.939312,-93.112396
Minneapolis,55406,199990,3,1.75,1266,5662,89,Garage,44.949921,-93.226677
Minneapolis,55411,99900,3,1,1490,4791,88,Garage,45.00988,-93.31295
Minneapolis,55418,104900,2,1,1005,3920,102,Garage,45.020714,-93.239929
Minneapolis,55416,545000,3,1.5,2003,6534,88,Garage,44.949421,-93.325867
Minneapolis,55410,289000,2,1,1358,2178,100,Garage,44.915913,-93.316833
Minneapolis,55411,58800,4,1,2460,4791,91,Garage,45.00996,-93.302254
Minneapolis,55416,525000,3,2.25,2920,12196,82,Garage,44.949806,-93.327118
Minneapolis,55411,165000,5,2.5,2200,6534,114,Garage,45.010025,-93.284454
Minneapolis,55411,57500,3,1,1271,4791,100,Garage,45.01009,-93.309135
Minneapolis,55411,63000,4,1,1522,4791,106,Garage,45.010216,-93.290161
